account_id,customer_id,branch_id,country,currency,account_type,account_status,iban,opening_balance,current_balance,interest_rate,overdraft_limit,opened_date
ACC00003167,CUS00002306,BR000025,Switzerland,Switzerland,Current,Active,SW99NGB2325458549138563,24446,52615.6,0.1,8502,2021-05-30
ACC00003168,CUS00002307,BR000043,France,France,Savings,Active,FR99NGB9614046624928209,763,577.17,3.84,0,2017-04-15
ACC00003169,CUS00002307,BR000043,France,France,Savings,Active,FR99NGB6237009086423857,16168,25284.51,4.62,0,2017-06-26
ACC00003170,CUS00002308,BR000004,United States,United States,Current,Dormant,UN99NGB1486569138842344,11174,12828.43,0.4,535,2019-10-03
ACC00003171,CUS00002309,BR000018,United Kingdom,United Kingdom,Current,Active,UN99NGB7551741315603594,16340,24964.25,0.03,7208,2021-11-05
ACC00003172,CUS00002310,BR000033,Australia,Australia,Current,Active,AU99NGB6494261701929058,27393,15936.9,0.32,6282,2025-08-12
ACC00003173,CUS00002311,BR000047,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB7167805469398866,9048,17374.18,0.08,3611,2025-12-23
ACC00003174,CUS00002311,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2666248026935457,1450,2735.83,2.15,0,2022-03-31
ACC00003175,CUS00002312,BR000011,Canada,Canada,Current,Active,CA99NGB8735725818770490,27390,22815.73,0.34,1931,2016-07-30
ACC00003176,CUS00002313,BR000035,Canada,Canada,Savings,Active,CA99NGB3547133826165133,7376,16137.73,4.98,0,2024-02-29
ACC00003177,CUS00002314,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB2519731663322135,14025,7430.25,4.68,0,2019-05-12
ACC00003178,CUS00002315,BR000042,Japan,Japan,Business,Dormant,JA99NGB2238798519164031,329006,279589.96,0.7,46128,2016-12-06
ACC00003179,CUS00002315,BR000042,Japan,Japan,Current,Active,JA99NGB1989000044290138,49058,37774.08,0.33,8322,2025-03-01
ACC00003180,CUS00002316,BR000035,Canada,Canada,Savings,Active,CA99NGB6867652735228326,4162,7124.76,4.86,0,2020-08-15
ACC00003181,CUS00002316,BR000035,Canada,Canada,Savings,Active,CA99NGB3292257070129866,14851,28164.18,3.43,0,2024-12-05
ACC00003182,CUS00002317,BR000042,Japan,Japan,Savings,Active,JA99NGB9168418265624123,10758,5368.62,2.42,0,2024-01-15
ACC00003183,CUS00002317,BR000042,Japan,Japan,Savings,Active,JA99NGB7733774481155711,4441,2751.74,2.79,0,2022-08-27
ACC00003184,CUS00002318,BR000045,Canada,Canada,Business,Active,CA99NGB3294279499954738,188617,189999.62,1.26,10856,2022-09-14
ACC00003185,CUS00002318,BR000045,Canada,Canada,Current,Active,CA99NGB9892305000464302,46382,29163.64,0.14,6387,2024-07-22
ACC00003186,CUS00002318,BR000045,Canada,Canada,Savings,Active,CA99NGB2961718376207295,13854,13836.24,4.35,0,2020-10-28
ACC00003187,CUS00002319,BR000003,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB7781431965885191,40849,75890.61,0.41,3498,2025-06-19
ACC00003188,CUS00002319,BR000003,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB5965315473107166,16980,28547.35,0.49,7700,2022-12-23
ACC00003189,CUS00002320,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB1540515175645866,10269,22332.26,3.06,0,2023-07-01
ACC00003190,CUS00002321,BR000002,Germany,Germany,Current,Active,GE99NGB9302461152915923,21761,28312.55,0.43,3073,2017-02-22
ACC00003191,CUS00002322,BR000030,Germany,Germany,Savings,Active,GE99NGB8882394570805040,4914,4301.56,3.73,0,2022-09-20
ACC00003192,CUS00002322,BR000030,Germany,Germany,Current,Active,GE99NGB6005766664116378,31967,19876.44,0.01,2173,2018-12-25
ACC00003193,CUS00002323,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB6949964505342517,2753,1614.55,5.0,0,2020-05-11
ACC00003194,CUS00002324,BR000042,Japan,Japan,Savings,Active,JA99NGB1437090740244881,19841,31881.23,3.92,0,2017-06-21
ACC00003195,CUS00002325,BR000050,Canada,Canada,Savings,Active,CA99NGB8747358294827174,19227,34599.3,3.17,0,2025-08-07
ACC00003196,CUS00002325,BR000050,Canada,Canada,Current,Active,CA99NGB1943815603195813,31779,37819.02,0.01,5156,2019-01-20
ACC00003197,CUS00002326,BR000016,France,France,Savings,Active,FR99NGB4300576003818736,19963,43085.09,4.09,0,2020-05-26
ACC00003198,CUS00002327,BR000045,Canada,Canada,Savings,Closed,CA99NGB1750998600798890,1467,2017.55,3.32,0,2019-01-21
ACC00003199,CUS00002328,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB3122878865771210,11456,13035.87,3.56,0,2019-02-27
ACC00003200,CUS00002329,BR000021,United Kingdom,United Kingdom,Current,Dormant,UN99NGB3929945517388856,26698,38899.85,0.12,9251,2025-02-13
ACC00003201,CUS00002330,BR000035,Canada,Canada,Savings,Active,CA99NGB6686157219294729,14277,5760.92,3.85,0,2020-03-14
ACC00003202,CUS00002330,BR000035,Canada,Canada,Savings,Active,CA99NGB1175523104832368,7125,6075.82,2.16,0,2018-12-07
ACC00003203,CUS00002331,BR000033,Australia,Australia,Savings,Active,AU99NGB5057679244694754,8745,3812.34,4.42,0,2026-01-26
ACC00003204,CUS00002331,BR000033,Australia,Australia,Current,Active,AU99NGB5005413380099454,36368,21768.38,0.03,9049,2022-06-07
ACC00003205,CUS00002332,BR000049,Singapore,Singapore,Savings,Active,SI99NGB4076910973452220,6488,5920.27,3.43,0,2021-02-06
ACC00003206,CUS00002333,BR000048,Germany,Germany,Business,Active,GE99NGB7910767299730931,473854,688889.34,1.99,89593,2022-06-08
ACC00003207,CUS00002334,BR000014,Switzerland,Switzerland,Current,Active,SW99NGB2587934353561437,41276,20997.32,0.05,6852,2025-12-31
ACC00003208,CUS00002335,BR000048,Germany,Germany,Savings,Active,GE99NGB3255242376637861,18177,32598.84,3.53,0,2021-03-29
ACC00003209,CUS00002335,BR000048,Germany,Germany,Savings,Active,GE99NGB9206471409587742,8423,15391.2,2.87,0,2024-02-25
ACC00003210,CUS00002336,BR000031,Canada,Canada,Current,Active,CA99NGB9601200157203317,24240,37084.9,0.35,5024,2019-07-11
ACC00003211,CUS00002336,BR000031,Canada,Canada,Current,Active,CA99NGB8348652750760414,34795,68958.16,0.22,8057,2016-09-15
ACC00003212,CUS00002337,BR000025,Switzerland,Switzerland,Savings,Dormant,SW99NGB6995116740555074,11304,19082.94,4.19,0,2018-08-15
ACC00003213,CUS00002338,BR000021,United Kingdom,United Kingdom,Current,Active,UN99NGB8901960095885126,33316,15699.14,0.48,6525,2017-04-24
ACC00003214,CUS00002339,BR000012,United States,United States,Current,Active,UN99NGB8008533711047414,3279,6544.79,0.44,5761,2021-10-10
ACC00003215,CUS00002340,BR000050,Canada,Canada,Savings,Active,CA99NGB7436240048162568,2210,3087.91,3.3,0,2024-09-29
ACC00003216,CUS00002341,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB5069698035477867,18350,13161.17,2.31,0,2025-10-15
ACC00003217,CUS00002341,BR000034,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB1624672462204365,11728,23156.39,0.29,4633,2017-02-05
ACC00003218,CUS00002342,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2741636917892501,4028,2696.7,3.48,0,2025-04-15
ACC00003219,CUS00002343,BR000029,Australia,Australia,Savings,Active,AU99NGB2363222133607508,2192,4714.28,3.23,0,2022-11-23
ACC00003220,CUS00002343,BR000029,Australia,Australia,Savings,Dormant,AU99NGB6104533521692496,8971,19048.33,2.84,0,2023-11-21
ACC00003221,CUS00002344,BR000032,United Kingdom,United Kingdom,Current,Active,UN99NGB3097593931272147,29110,36301.44,0.18,7930,2020-11-07
ACC00003222,CUS00002345,BR000014,Switzerland,Switzerland,Current,Active,SW99NGB5000223586488051,24371,15586.61,0.34,6472,2021-01-11
ACC00003223,CUS00002346,BR000020,Switzerland,Switzerland,Business,Active,SW99NGB8535351984381004,233783,468176.45,1.27,24534,2017-01-07
ACC00003224,CUS00002346,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB3196188303527639,12221,14113.81,2.96,0,2021-11-07
ACC00003225,CUS00002347,BR000011,Canada,Canada,Current,Active,CA99NGB2837118984267909,2337,2963.1,0.36,3763,2026-02-16
ACC00003226,CUS00002348,BR000045,Canada,Canada,Savings,Active,CA99NGB7464606988042360,15225,29602.89,3.43,0,2019-06-01
ACC00003227,CUS00002349,BR000031,Canada,Canada,Savings,Active,CA99NGB9123353199860076,6270,5735.96,2.58,0,2019-07-17
ACC00003228,CUS00002350,BR000011,Canada,Canada,Savings,Active,CA99NGB1330437872356620,5428,7493.75,2.04,0,2019-01-17
ACC00003229,CUS00002350,BR000011,Canada,Canada,Savings,Active,CA99NGB5913460291304700,16451,22129.43,2.23,0,2019-11-21
ACC00003230,CUS00002350,BR000011,Canada,Canada,Savings,Active,CA99NGB8596301227105847,19763,36709.4,3.63,0,2019-05-29
ACC00003231,CUS00002351,BR000016,France,France,Savings,Dormant,FR99NGB7261884072872174,9034,6718.63,3.88,0,2025-02-22
ACC00003232,CUS00002351,BR000016,France,France,Current,Active,FR99NGB7793140447683095,9758,18562.1,0.14,4073,2025-05-23
ACC00003233,CUS00002352,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9657677974452939,17861,22059.3,2.02,0,2021-11-06
ACC00003234,CUS00002353,BR000046,Japan,Japan,Savings,Active,JA99NGB2730411141376958,4233,5860.99,3.38,0,2021-01-19
ACC00003235,CUS00002353,BR000046,Japan,Japan,Savings,Active,JA99NGB2702401085173093,19079,39106.6,2.16,0,2024-10-18
ACC00003236,CUS00002354,BR000009,Singapore,Singapore,Savings,Active,SI99NGB7848877542494466,1347,2175.53,4.9,0,2020-11-12
ACC00003237,CUS00002354,BR000009,Singapore,Singapore,Current,Active,SI99NGB3112181353340145,48188,77250.92,0.47,9559,2016-12-17
ACC00003238,CUS00002355,BR000023,United States,United States,Savings,Active,UN99NGB3940571820850170,15106,24519.26,3.46,0,2018-10-02
ACC00003239,CUS00002356,BR000016,France,France,Savings,Active,FR99NGB5782261117462478,18504,12783.97,3.89,0,2017-04-30
ACC00003240,CUS00002356,BR000016,France,France,Savings,Active,FR99NGB5830131033526857,11626,16547.06,3.51,0,2020-03-23
ACC00003241,CUS00002357,BR000036,Singapore,Singapore,Business,Active,SI99NGB2201097487093799,195261,101613.75,1.01,73983,2023-03-04
ACC00003242,CUS00002358,BR000015,Canada,Canada,Current,Active,CA99NGB1343672387593127,31317,23739.43,0.02,4426,2025-04-30
ACC00003243,CUS00002358,BR000015,Canada,Canada,Savings,Active,CA99NGB6639781312191592,17668,22296.15,2.88,0,2024-09-11
ACC00003244,CUS00002359,BR000024,Australia,Australia,Savings,Active,AU99NGB3625808230996406,18223,36735.37,3.83,0,2017-08-12
ACC00003245,CUS00002360,BR000031,Canada,Canada,Savings,Active,CA99NGB6426174803584105,14328,11262.73,3.91,0,2019-08-23
ACC00003246,CUS00002360,BR000031,Canada,Canada,Savings,Active,CA99NGB1366948194568267,8349,11008.65,4.79,0,2024-08-08
ACC00003247,CUS00002361,BR000004,United States,United States,Current,Active,UN99NGB1976983048933964,14055,30671.25,0.21,679,2026-01-17
ACC00003248,CUS00002362,BR000012,United States,United States,Savings,Active,UN99NGB6220294185218346,16659,24499.41,3.4,0,2024-01-27
ACC00003249,CUS00002363,BR000032,United Kingdom,United Kingdom,Current,Active,UN99NGB9808939568414871,15187,8800.08,0.25,3339,2017-02-07
ACC00003250,CUS00002363,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB5378995614517480,14333,10019.26,4.6,0,2018-02-15
ACC00003251,CUS00002364,BR000012,United States,United States,Savings,Active,UN99NGB2985598242670167,18976,7906.51,2.45,0,2025-01-11
ACC00003252,CUS00002365,BR000026,Australia,Australia,Savings,Active,AU99NGB4903474175716068,14477,21848.93,4.73,0,2026-05-17
ACC00003253,CUS00002365,BR000026,Australia,Australia,Current,Active,AU99NGB3898916444517222,31950,13613.88,0.4,1807,2025-10-06
ACC00003254,CUS00002366,BR000029,Australia,Australia,Savings,Active,AU99NGB9608100188808256,8782,4915.28,3.23,0,2022-02-10
ACC00003255,CUS00002366,BR000029,Australia,Australia,Current,Active,AU99NGB9805780357746184,17769,18312.96,0.4,6889,2021-12-22
ACC00003256,CUS00002366,BR000029,Australia,Australia,Current,Active,AU99NGB1084152621939204,42018,19739.9,0.47,3770,2023-07-05
ACC00003257,CUS00002367,BR000026,Australia,Australia,Savings,Active,AU99NGB9521562181560282,9868,14072.82,4.69,0,2020-04-24
ACC00003258,CUS00002368,BR000001,Canada,Canada,Current,Active,CA99NGB4221545043926501,5325,9500.01,0.24,4306,2024-12-22
ACC00003259,CUS00002369,BR000036,Singapore,Singapore,Savings,Active,SI99NGB8477849253003037,1364,2602.88,4.89,0,2023-09-13
ACC00003260,CUS00002370,BR000021,United Kingdom,United Kingdom,Current,Active,UN99NGB6168622602770546,22125,42525.64,0.37,6650,2023-04-08
ACC00003261,CUS00002371,BR000027,France,France,Savings,Active,FR99NGB1886547739704129,18529,35510.6,3.96,0,2020-05-17
ACC00003262,CUS00002372,BR000049,Singapore,Singapore,Current,Active,SI99NGB4725394119725868,30659,25217.81,0.43,3142,2023-06-13
ACC00003263,CUS00002373,BR000015,Canada,Canada,Current,Active,CA99NGB1569897329575344,35603,75188.74,0.06,8164,2023-05-22
ACC00003264,CUS00002374,BR000048,Germany,Germany,Business,Active,GE99NGB8009326622826936,457379,338949.39,1.29,74513,2019-05-15
ACC00003265,CUS00002375,BR000037,United Kingdom,United Kingdom,Savings,Dormant,UN99NGB2906040065109736,11008,4649.73,2.94,0,2025-02-08
ACC00003266,CUS00002376,BR000029,Australia,Australia,Savings,Active,AU99NGB8019418174400732,4316,8990.12,4.62,0,2024-12-30
ACC00003267,CUS00002377,BR000045,Canada,Canada,Savings,Active,CA99NGB3961822591917806,13441,7593.9,4.89,0,2023-12-07
ACC00003268,CUS00002378,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB5370915901466046,18477,17463.84,2.25,0,2018-11-13
ACC00003269,CUS00002379,BR000026,Australia,Australia,Savings,Active,AU99NGB9444212111162407,4111,1740.53,3.4,0,2019-02-07
ACC00003270,CUS00002379,BR000026,Australia,Australia,Savings,Active,AU99NGB8803663287203146,12607,22364.28,2.71,0,2025-09-05
ACC00003271,CUS00002380,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3731444798119387,13775,25115.82,3.95,0,2020-04-01
ACC00003272,CUS00002381,BR000013,Australia,Australia,Savings,Active,AU99NGB1086512774311878,9971,6855.06,4.66,0,2019-06-10
ACC00003273,CUS00002382,BR000028,United Arab Emirates,United Arab Emirates,Savings,Closed,UN99NGB4634174556621676,10203,13283.57,2.95,0,2020-08-26
ACC00003274,CUS00002383,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB1198078935441868,1155,1627.52,2.71,0,2026-01-21
ACC00003275,CUS00002384,BR000027,France,France,Current,Active,FR99NGB8931185671778764,46174,64190.63,0.41,7753,2025-07-08
ACC00003276,CUS00002385,BR000030,Germany,Germany,Savings,Active,GE99NGB2134206457840361,10252,9207.53,3.13,0,2016-10-26
ACC00003277,CUS00002386,BR000049,Singapore,Singapore,Current,Active,SI99NGB6677574022503086,9824,4406.4,0.24,6095,2018-07-14
ACC00003278,CUS00002387,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7669884584468454,15907,31840.85,4.29,0,2019-12-12
ACC00003279,CUS00002388,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB6136609835903939,19403,25043.77,2.58,0,2017-02-24
ACC00003280,CUS00002389,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB4172312010923550,9188,6001.41,3.51,0,2023-10-20
ACC00003281,CUS00002390,BR000010,Singapore,Singapore,Savings,Active,SI99NGB1686037894899210,11908,10716.18,4.54,0,2019-01-30
ACC00003282,CUS00002391,BR000038,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB4858682058802653,46503,89292.62,0.26,6360,2016-10-22
ACC00003283,CUS00002391,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2042513145492138,959,1539.19,3.83,0,2024-11-23
ACC00003284,CUS00002391,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9448186286845762,1119,871.19,2.06,0,2023-08-29
ACC00003285,CUS00002392,BR000043,France,France,Savings,Active,FR99NGB3992684345755948,2386,3836.2,3.33,0,2023-01-23
ACC00003286,CUS00002393,BR000002,Germany,Germany,Business,Active,GE99NGB2775956138157730,489471,229022.13,1.31,75621,2021-05-15
ACC00003287,CUS00002394,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1153539875159623,19286,14829.57,2.92,0,2022-03-15
ACC00003288,CUS00002394,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7407471498315569,10278,14425.75,3.76,0,2021-03-16
ACC00003289,CUS00002395,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2512765387346112,18535,24073.22,4.56,0,2023-05-15
ACC00003290,CUS00002396,BR000006,United Arab Emirates,United Arab Emirates,Current,Closed,UN99NGB7417200321405818,16114,29337.02,0.15,3762,2024-07-28
ACC00003291,CUS00002397,BR000003,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB7904384739554516,10347,15843.0,0.06,4497,2018-06-20
ACC00003292,CUS00002398,BR000019,France,France,Savings,Active,FR99NGB9629149173699518,7370,12286.61,4.37,0,2023-07-19
ACC00003293,CUS00002399,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB4923358269766779,10753,8905.07,4.53,0,2026-02-15
ACC00003294,CUS00002400,BR000002,Germany,Germany,Current,Closed,GE99NGB6764509561058163,17545,9289.16,0.4,994,2018-12-27
ACC00003295,CUS00002400,BR000002,Germany,Germany,Current,Active,GE99NGB1023728715086231,17468,14796.32,0.29,9817,2023-10-25
ACC00003296,CUS00002401,BR000013,Australia,Australia,Current,Active,AU99NGB5078645876441456,9960,20761.23,0.06,2867,2025-12-13
ACC00003297,CUS00002402,BR000035,Canada,Canada,Savings,Active,CA99NGB5517350073824019,8027,5466.28,4.44,0,2021-04-06
ACC00003298,CUS00002402,BR000035,Canada,Canada,Business,Active,CA99NGB7640116828364318,338585,577427.56,1.69,98880,2021-07-07
ACC00003299,CUS00002403,BR000033,Australia,Australia,Savings,Active,AU99NGB7798177446306701,12038,7825.89,3.27,0,2017-01-26
ACC00003300,CUS00002404,BR000019,France,France,Savings,Active,FR99NGB7226584420643874,1292,2399.37,3.16,0,2023-11-06
ACC00003301,CUS00002404,BR000019,France,France,Savings,Active,FR99NGB2726621489986948,15638,15748.06,4.68,0,2020-11-05
ACC00003302,CUS00002405,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB5921738067880097,7235,14929.42,4.19,0,2018-10-24
ACC00003303,CUS00002406,BR000046,Japan,Japan,Business,Active,JA99NGB9476004849903654,468060,744014.64,0.74,32187,2019-04-25
ACC00003304,CUS00002407,BR000039,France,France,Current,Active,FR99NGB3654907153411273,47149,77930.2,0.2,1970,2024-12-27
ACC00003305,CUS00002408,BR000043,France,France,Savings,Dormant,FR99NGB4925447788343012,7445,10406.92,2.16,0,2024-07-25
ACC00003306,CUS00002408,BR000043,France,France,Savings,Active,FR99NGB5854046965687888,3410,4932.03,2.25,0,2018-12-14
ACC00003307,CUS00002408,BR000043,France,France,Savings,Active,FR99NGB7954404386189838,16049,15069.01,2.99,0,2022-12-31
ACC00003308,CUS00002409,BR000050,Canada,Canada,Savings,Active,CA99NGB2560808440694753,819,1638.31,2.75,0,2019-02-03
ACC00003309,CUS00002410,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB1618664607402188,13168,23591.55,3.68,0,2022-09-08
ACC00003310,CUS00002410,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB6355620429759443,4625,5935.52,3.96,0,2017-04-22
ACC00003311,CUS00002411,BR000033,Australia,Australia,Current,Active,AU99NGB1186154971884948,44920,36077.24,0.35,7502,2023-02-27
ACC00003312,CUS00002412,BR000036,Singapore,Singapore,Savings,Active,SI99NGB2330333862085685,11227,13594.1,3.27,0,2017-10-11
ACC00003313,CUS00002412,BR000036,Singapore,Singapore,Savings,Active,SI99NGB5883670231146006,7759,4110.2,2.09,0,2020-07-19
ACC00003314,CUS00002413,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB5377956870365695,869,933.98,3.45,0,2026-02-24
ACC00003315,CUS00002414,BR000039,France,France,Current,Active,FR99NGB5355574729257037,37390,20732.97,0.45,2097,2018-04-14
ACC00003316,CUS00002414,BR000039,France,France,Savings,Active,FR99NGB2284033059510284,1230,2254.62,4.31,0,2021-05-08
ACC00003317,CUS00002415,BR000004,United States,United States,Savings,Active,UN99NGB7842494208645672,16343,13845.61,2.44,0,2021-05-22
ACC00003318,CUS00002416,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB8371157762383424,2143,3568.95,3.39,0,2024-09-28
ACC00003319,CUS00002417,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB9567399642489761,17969,30376.09,4.4,0,2025-11-14
ACC00003320,CUS00002417,BR000014,Switzerland,Switzerland,Current,Active,SW99NGB9359498249783537,7638,15981.18,0.22,6553,2018-11-18
ACC00003321,CUS00002418,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB3630790857176313,18108,23279.61,2.56,0,2023-05-31
ACC00003322,CUS00002419,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7981373067383143,7083,13015.93,2.43,0,2025-01-16
ACC00003323,CUS00002420,BR000049,Singapore,Singapore,Savings,Active,SI99NGB9169646751173760,10562,9066.58,3.68,0,2023-09-03
ACC00003324,CUS00002421,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB4511546410930336,10601,10676.46,4.6,0,2023-07-14
ACC00003325,CUS00002422,BR000005,Germany,Germany,Savings,Active,GE99NGB5496774875154730,15359,19699.56,4.63,0,2026-06-28
ACC00003326,CUS00002423,BR000035,Canada,Canada,Current,Active,CA99NGB7275502723904669,27487,47583.78,0.5,8550,2020-08-02
ACC00003327,CUS00002424,BR000001,Canada,Canada,Business,Active,CA99NGB9970719555962269,456188,284601.27,1.2,70033,2025-02-11
ACC00003328,CUS00002425,BR000019,France,France,Current,Active,FR99NGB8983164210114721,12270,14347.61,0.24,2687,2023-06-28
ACC00003329,CUS00002426,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB9912608433979144,5554,2682.72,2.04,0,2016-12-02
ACC00003330,CUS00002427,BR000002,Germany,Germany,Savings,Active,GE99NGB3697029896004303,13433,23650.75,3.05,0,2024-03-24
ACC00003331,CUS00002428,BR000005,Germany,Germany,Savings,Active,GE99NGB7726641972782001,9380,11578.46,4.57,0,2017-09-16
ACC00003332,CUS00002429,BR000005,Germany,Germany,Savings,Active,GE99NGB9721115354610661,19140,20913.03,4.02,0,2017-06-28
ACC00003333,CUS00002430,BR000041,United Arab Emirates,United Arab Emirates,Savings,Closed,UN99NGB5477084619323751,671,1282.21,4.88,0,2022-05-25
ACC00003334,CUS00002431,BR000039,France,France,Savings,Active,FR99NGB4565840893857808,8776,4411.15,3.86,0,2026-02-18
ACC00003335,CUS00002431,BR000039,France,France,Current,Active,FR99NGB9447133817564147,43113,63673.46,0.17,1893,2019-02-07
ACC00003336,CUS00002432,BR000004,United States,United States,Savings,Dormant,UN99NGB9657304598424939,11868,18852.48,3.29,0,2022-07-07
ACC00003337,CUS00002433,BR000026,Australia,Australia,Current,Active,AU99NGB7135920237922265,30827,49425.46,0.06,3605,2018-01-05
ACC00003338,CUS00002434,BR000041,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB3132054219156999,18448,21772.92,0.23,4084,2017-04-22
ACC00003339,CUS00002435,BR000009,Singapore,Singapore,Current,Active,SI99NGB9586875121530023,4524,3038.95,0.47,9681,2019-06-28
ACC00003340,CUS00002436,BR000029,Australia,Australia,Business,Active,AU99NGB3854376116831373,125775,241857.34,1.8,44632,2021-05-22
ACC00003341,CUS00002437,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB1638733869984156,15269,20506.18,4.54,0,2022-12-10
ACC00003342,CUS00002437,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB5381587977900245,2691,1434.88,3.75,0,2026-06-26
ACC00003343,CUS00002438,BR000038,United Arab Emirates,United Arab Emirates,Savings,Dormant,UN99NGB9565529050406141,10962,7835.9,2.71,0,2018-04-06
ACC00003344,CUS00002439,BR000021,United Kingdom,United Kingdom,Business,Active,UN99NGB9615848638489604,237920,147428.88,1.0,79657,2024-07-02
ACC00003345,CUS00002440,BR000007,Australia,Australia,Savings,Active,AU99NGB1675306775277244,6754,8868.38,2.91,0,2026-01-19
ACC00003346,CUS00002441,BR000015,Canada,Canada,Savings,Active,CA99NGB4811063975989573,5126,2890.73,2.79,0,2025-06-18
ACC00003347,CUS00002441,BR000015,Canada,Canada,Current,Active,CA99NGB7849705708246588,32578,43691.17,0.35,2161,2021-11-29
ACC00003348,CUS00002442,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB1411668847826958,7106,5956.59,2.6,0,2016-09-17
ACC00003349,CUS00002442,BR000021,United Kingdom,United Kingdom,Current,Closed,UN99NGB1360283701988056,42239,79783.87,0.22,911,2025-03-08
ACC00003350,CUS00002442,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB3375625479420297,15502,11519.98,3.1,0,2024-02-06
ACC00003351,CUS00002443,BR000008,France,France,Business,Active,FR99NGB6123345508526943,67447,46978.28,1.69,58412,2018-11-28
ACC00003352,CUS00002444,BR000024,Australia,Australia,Savings,Active,AU99NGB2776736420590511,15493,27213.12,2.17,0,2020-08-05
ACC00003353,CUS00002445,BR000014,Switzerland,Switzerland,Business,Active,SW99NGB4227465333571593,57663,39099.42,1.93,79535,2021-01-15
ACC00003354,CUS00002446,BR000014,Switzerland,Switzerland,Business,Active,SW99NGB7156557965486017,229825,298190.01,1.58,11374,2020-04-19
ACC00003355,CUS00002447,BR000048,Germany,Germany,Savings,Active,GE99NGB6060218731467768,3748,8206.3,4.36,0,2016-11-25
ACC00003356,CUS00002448,BR000030,Germany,Germany,Savings,Active,GE99NGB4772332219829651,3768,7798.25,4.64,0,2023-06-16
ACC00003357,CUS00002449,BR000050,Canada,Canada,Savings,Active,CA99NGB9394813164594601,17863,13577.5,2.31,0,2025-11-07
ACC00003358,CUS00002450,BR000046,Japan,Japan,Savings,Active,JA99NGB4679912203071853,15210,32769.05,2.07,0,2019-12-10
ACC00003359,CUS00002451,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB1770664400873307,13864,10354.77,3.67,0,2025-04-08
ACC00003360,CUS00002451,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB6393846747515142,13101,8548.63,3.63,0,2024-10-17
ACC00003361,CUS00002452,BR000035,Canada,Canada,Savings,Active,CA99NGB3239688720307011,13248,20093.47,4.17,0,2025-11-09
ACC00003362,CUS00002453,BR000042,Japan,Japan,Current,Active,JA99NGB9026034970815077,36543,27625.48,0.16,7304,2018-09-17
ACC00003363,CUS00002454,BR000012,United States,United States,Savings,Active,UN99NGB6478828269906675,8100,6004.82,3.13,0,2016-10-21
ACC00003364,CUS00002455,BR000049,Singapore,Singapore,Savings,Active,SI99NGB2617278193812227,18684,20982.87,2.3,0,2021-09-13
ACC00003365,CUS00002456,BR000007,Australia,Australia,Savings,Active,AU99NGB6123654857902534,18827,29398.96,3.24,0,2021-03-02
