customer_id,first_name,last_name,gender,date_of_birth,age,email,phone,country,city,branch_id,occupation,annual_income,customer_segment,risk_profile,kyc_status,join_date
CUS00001580,Erin,Williams,Female,1950-12-03,75,maryjackson@example.net,+1-887-812-3203,United Arab Emirates,Dubai,BR000041,Business Consultant,299836,Private Banking,Medium,Verified,2025-06-04
CUS00001581,Jessica,Carter,Female,1999-02-17,27,vnoble@example.com,+1-962-868-5272,Japan,Tokyo,BR000042,Research Scientist,10052808,Private Banking,Low,Verified,2017-01-08
CUS00001582,Miranda,Hernandez,Female,1979-12-14,46,ocole@example.com,510.762.8334x557,United Arab Emirates,Dubai,BR000003,Research Scientist,156997,Private Banking,Low,Verified,2023-10-06
CUS00001583,Carrie,Finley,Female,1954-04-24,72,tporter@example.org,5452358597,Switzerland,Geneva,BR000014,Entrepreneur,160505,Private Banking,Medium,Verified,2018-09-01
CUS00001584,Ricardo,Walker,Male,1988-10-23,37,georgecooper@example.com,6428402555,United Arab Emirates,Dubai,BR000022,Data Analyst,238089,Private Banking,Low,Verified,2025-05-24
CUS00001585,Larry,Clarke,Male,1992-01-27,34,tinaflynn@example.com,+1-604-811-6788x1596,United Kingdom,Manchester,BR000018,Marketing Manager,103219,Premium,Low,Verified,2024-05-10
CUS00001586,Crystal,Myers,Female,1999-01-26,27,norman04@example.com,746.773.3229x12489,Singapore,Singapore,BR000036,Financial Analyst,118332,Premium,Medium,Verified,2025-08-16
CUS00001587,John,Norris,Male,1947-07-03,79,hopkinsrodney@example.org,694.259.9426,United Arab Emirates,Dubai,BR000022,Doctor,215628,Private Banking,Medium,Verified,2024-10-31
CUS00001588,Jennifer,Fields,Female,1985-12-29,40,jamie12@example.net,9333980138,United Kingdom,Manchester,BR000037,Data Analyst,101227,Premium,Medium,Verified,2022-12-03
CUS00001589,Briana,Walker,Female,1969-09-29,56,ddunn@example.com,+1-910-680-1533,Canada,Toronto,BR000031,Marketing Manager,122180,Premium,Low,Verified,2019-11-22
CUS00001590,Gabriel,Ellis,Male,1954-04-30,72,ghenry@example.com,656-759-6957,United Kingdom,Manchester,BR000021,Lawyer,93816,Premium,Low,Verified,2024-12-10
CUS00001591,Gina,Cooper,Female,1984-04-27,42,theresa05@example.com,+1-536-729-1714x8541,Australia,Melbourne,BR000033,Nurse,80945,Premium,Medium,Verified,2019-04-05
CUS00001592,Michael,Anderson,Male,2003-08-05,22,douglas07@example.net,001-988-621-6511x92145,United Kingdom,Birmingham,BR000032,Lawyer,80919,Premium,Low,Verified,2021-07-24
CUS00001593,Francisco,Brown,Male,1959-06-13,67,clarkeelizabeth@example.com,+1-769-547-3088x2403,United Arab Emirates,Abu Dhabi,BR000047,Marketing Manager,278005,Private Banking,Medium,Verified,2019-06-17
CUS00001594,Nathaniel,Davis,Male,1956-12-30,69,natalie40@example.net,001-329-236-3409x412,United States,New York,BR000004,Project Manager,139704,Premium,Low,Verified,2022-09-06
CUS00001595,Michelle,Keller,Female,1969-08-04,56,larmstrong@example.net,4047794123,Germany,Frankfurt,BR000048,Data Analyst,45740,Retail,Low,Verified,2021-09-03
CUS00001596,Jennifer,Miller,Female,2006-10-11,19,blevinskimberly@example.org,934-885-7133x9962,Australia,Melbourne,BR000024,Project Manager,78152,Retail,Low,Verified,2025-10-31
CUS00001597,Jennifer,Lopez,Female,1961-10-22,64,lori11@example.org,3296138130,France,Paris,BR000008,Marketing Manager,109101,Premium,Low,Verified,2021-09-21
CUS00001598,Kristina,Martin,Female,1981-04-19,45,hawkinsdeanna@example.net,396-264-5231,United States,Chicago,BR000023,Accountant,175764,Private Banking,Low,Verified,2025-04-04
CUS00001599,Brittany,Lambert,Female,1958-08-10,67,philip83@example.org,523.366.7041x710,France,Marseille,BR000019,Student,86646,Premium,Low,Verified,2018-06-27
CUS00001600,Stacy,Mcguire,Female,1978-02-18,48,austin01@example.org,001-632-903-4495x6071,Germany,Frankfurt,BR000005,Teacher,94993,Premium,High,Verified,2023-03-06
CUS00001601,Gregory,Mckenzie,Male,1979-04-12,47,treed@example.org,(372)331-6316x037,Australia,Brisbane,BR000029,Doctor,141025,Premium,Low,Verified,2017-06-17
CUS00001602,Ethan,Oneal,Male,1996-11-28,29,bbray@example.org,001-699-863-0667x00599,France,Paris,BR000016,Financial Analyst,105272,Premium,High,Verified,2023-04-13
CUS00001603,Jennifer,Jacobs,Female,2004-02-21,22,valeriewright@example.net,600.271.5800x971,Singapore,Singapore,BR000010,Data Analyst,64461,Retail,Low,Verified,2026-01-17
CUS00001604,Jason,Wright,Male,1960-03-29,66,jason06@example.com,+1-474-548-8839,Switzerland,Zurich,BR000044,Financial Analyst,100865,Premium,Low,Verified,2024-06-28
CUS00001605,Frances,Oconnor,Female,2002-09-28,23,hlopez@example.com,+1-525-385-4551,Germany,Berlin,BR000002,Software Engineer,98691,Premium,Medium,Verified,2026-04-30
CUS00001606,Tina,Harrington,Female,1960-02-23,66,april23@example.com,288.238.7369x3238,France,Paris,BR000027,Entrepreneur,38376,Retail,Medium,Verified,2020-12-01
CUS00001607,Michael,Jenkins,Male,1975-05-27,51,april66@example.com,967.741.6371x20631,United Kingdom,Manchester,BR000021,Student,58996,Retail,Medium,Verified,2022-05-27
CUS00001608,Stefanie,Andrews,Female,1978-03-31,48,qjohnson@example.com,640.581.1441x57281,United Arab Emirates,Dubai,BR000038,Student,115423,Premium,Low,Verified,2022-12-24
CUS00001609,Stephanie,Jones,Female,1982-03-18,44,twilson@example.com,2367118926,Canada,Toronto,BR000001,Project Manager,114155,Premium,High,Verified,2022-05-05
CUS00001610,Gina,Mccoy,Female,1971-04-30,55,renee26@example.net,268.543.7714,Australia,Sydney,BR000007,Research Scientist,159374,Private Banking,Medium,Verified,2021-06-18
CUS00001611,Shawn,Rhodes,Male,1988-07-12,38,juan59@example.com,+1-466-500-3011x96227,United Arab Emirates,Abu Dhabi,BR000028,Accountant,344641,Private Banking,Low,Verified,2025-06-02
CUS00001612,Jamie,Matthews,Female,2007-04-05,19,gloria17@example.net,968.238.5095,France,Paris,BR000008,Student,51527,Retail,Medium,Verified,2026-06-28
CUS00001613,Cheryl,Johnson,Female,1994-04-06,32,russellsamantha@example.com,6816136403,United Kingdom,Manchester,BR000040,Doctor,85755,Premium,High,Verified,2026-02-01
CUS00001614,Dillon,Savage,Male,1977-10-10,48,sjohnson@example.com,(779)659-5142,Canada,Toronto,BR000015,Entrepreneur,127876,Premium,Low,Verified,2021-05-18
CUS00001615,Louis,Hughes,Male,1984-09-24,41,kelly17@example.net,001-356-927-5280x016,Switzerland,Geneva,BR000014,Research Scientist,113414,Premium,Low,Verified,2020-01-04
CUS00001616,Denise,Murray,Female,1990-08-06,35,heidi59@example.org,651.963.8326,Canada,Montreal,BR000035,Accountant,113537,Premium,Low,Verified,2018-01-29
CUS00001617,Michael,Vega,Male,1948-09-02,77,davisalexander@example.net,229-645-7613,United Arab Emirates,Dubai,BR000038,Sales Executive,107721,Premium,Low,Verified,2026-02-28
CUS00001618,Eric,Campbell,Male,1993-02-01,33,glenn35@example.net,(328)533-7287x567,France,Paris,BR000008,Accountant,47765,Retail,High,Verified,2017-05-07
CUS00001619,Thomas,Perry,Male,1967-09-11,58,dhill@example.net,611.358.8218x7089,Canada,Toronto,BR000015,Nurse,76039,Retail,Low,Verified,2016-07-24
CUS00001620,Katherine,Ray,Female,1953-06-04,73,twilson@example.com,646-411-9830x975,Canada,Montreal,BR000045,Nurse,51094,Retail,Low,Verified,2021-08-31
CUS00001621,Shane,Burns,Male,1995-04-27,31,tara23@example.com,001-774-587-7007x8812,Australia,Brisbane,BR000026,Student,114418,Premium,High,Verified,2019-06-19
CUS00001622,George,Davis,Male,1951-06-03,75,piercefrank@example.org,(779)590-9666x0286,France,Paris,BR000027,Software Engineer,86386,Premium,Medium,Verified,2025-11-15
CUS00001623,Wendy,Calderon,Female,1989-07-13,37,stephen64@example.com,001-982-210-0370x90703,Australia,Sydney,BR000007,Data Analyst,61930,Retail,High,Verified,2025-07-04
CUS00001624,Lynn,Walton,Female,1973-11-25,52,lwalton@example.org,(607)409-8348,Singapore,Singapore,BR000049,Teacher,68878,Retail,Low,Verified,2023-12-07
CUS00001625,Katherine,Torres,Female,1975-06-28,51,lpeck@example.net,(750)674-4565x72676,United Kingdom,Birmingham,BR000032,Accountant,88382,Premium,Low,Verified,2018-01-21
CUS00001626,Patricia,Hicks,Female,1979-09-13,46,griffinbrenda@example.com,495.800.3452x2026,Canada,Montreal,BR000045,Software Engineer,63784,Retail,Medium,Verified,2020-05-14
CUS00001627,Anthony,Martinez,Male,1996-02-08,30,qalvarado@example.com,(657)233-0907,Canada,Toronto,BR000001,Teacher,81948,Premium,Low,Verified,2023-01-05
CUS00001628,Crystal,Miller,Female,1980-07-27,45,dwayne24@example.com,(775)512-5837x9900,France,Paris,BR000027,Software Engineer,47855,Retail,Low,Verified,2023-04-29
CUS00001629,Nathaniel,Wang,Male,1986-05-23,40,jamesvasquez@example.org,542.928.5628,France,Marseille,BR000039,Marketing Manager,96615,Premium,Medium,Verified,2018-11-27
CUS00001630,Steven,Wall,Male,2000-11-25,25,tylerthompson@example.com,001-593-610-3370x08942,United Kingdom,Manchester,BR000018,Software Engineer,70296,Retail,Low,Verified,2017-02-08
CUS00001631,Dan,Griffin,Male,1963-09-15,62,jameseaton@example.org,+1-218-683-8456x12578,Australia,Melbourne,BR000024,Software Engineer,113461,Premium,Low,Verified,2024-06-07
CUS00001632,Daniel,Garcia,Male,1981-03-04,45,karen17@example.com,001-668-406-4554,Canada,Toronto,BR000015,Marketing Manager,75279,Retail,High,Verified,2018-02-27
CUS00001633,Jacob,Wade,Male,1982-03-27,44,stevenbarnett@example.com,505-632-7396x8859,Australia,Melbourne,BR000017,Marketing Manager,150005,Private Banking,Low,Verified,2018-10-15
CUS00001634,Kelsey,Hawkins,Female,1988-10-14,37,walkerstephen@example.net,783.831.5032x198,Canada,Toronto,BR000031,Data Analyst,98455,Premium,Medium,Verified,2022-05-28
CUS00001635,Robert,Chan,Male,1991-11-13,34,andersonalexander@example.com,(886)506-7347x67149,Switzerland,Geneva,BR000014,Marketing Manager,167859,Private Banking,High,Verified,2018-12-13
CUS00001636,Kristin,Howard,Female,1987-06-04,39,zamoraaaron@example.net,924-627-6221x55963,United Arab Emirates,Dubai,BR000041,Software Engineer,316842,Private Banking,Low,Verified,2020-01-12
CUS00001637,Laura,Odom,Female,1961-01-13,65,christina94@example.org,789.555.4656,United Kingdom,Manchester,BR000018,Teacher,120597,Premium,Low,Verified,2017-10-17
CUS00001638,Julie,Palmer,Female,1960-04-23,66,brownjoanna@example.org,8279366325,Germany,Frankfurt,BR000048,Sales Executive,70822,Retail,Low,Verified,2020-01-06
CUS00001639,Michelle,Serrano,Female,1957-02-05,69,justinwagner@example.com,001-339-216-6019,Australia,Brisbane,BR000029,Accountant,160420,Private Banking,Low,Verified,2016-09-14
CUS00001640,Elizabeth,Stone,Female,1972-07-01,54,adkinsjared@example.net,(764)747-8937,France,Paris,BR000008,Teacher,37961,Retail,Medium,Verified,2021-04-13
CUS00001641,Anna,Frey,Female,1999-08-17,26,buchananchristina@example.org,+1-937-516-4581x045,United Kingdom,Birmingham,BR000032,Business Consultant,46759,Retail,Low,Verified,2021-02-25
CUS00001642,Jennifer,Ali,Female,2002-05-18,24,jonathan73@example.net,287.780.5289,Germany,Frankfurt,BR000005,Doctor,91618,Premium,Low,Pending,2023-02-23
CUS00001643,Jessica,Hull,Female,1951-07-06,75,scottlindsey@example.com,001-777-219-8883x7434,Australia,Melbourne,BR000033,Accountant,165858,Private Banking,High,Verified,2023-05-22
CUS00001644,Katie,Montgomery,Female,1979-10-14,46,fosterjulie@example.org,(430)689-9646,Singapore,Singapore,BR000010,Doctor,85784,Premium,Low,Verified,2020-04-23
CUS00001645,Edward,Golden,Male,1969-11-30,56,allison95@example.org,321-256-0387,Switzerland,Zurich,BR000020,Sales Executive,190533,Private Banking,Low,Verified,2025-05-24
CUS00001646,Joshua,Clark,Male,2004-07-31,21,robert46@example.com,6499037647,France,Paris,BR000043,Sales Executive,32268,Retail,Low,Verified,2023-11-06
CUS00001647,Nicholas,Aguilar,Male,1990-03-30,36,simmonsjacob@example.org,603-396-5586x81900,United Kingdom,Manchester,BR000037,Marketing Manager,89154,Premium,Medium,Verified,2021-11-13
CUS00001648,Kelly,Walker,Female,1960-04-10,66,david86@example.net,001-760-913-8550x029,France,Marseille,BR000019,Data Analyst,102533,Premium,Medium,Verified,2019-10-24
CUS00001649,Richard,Smith,Male,2005-02-20,21,jonesmelissa@example.com,318.515.8061x949,United Arab Emirates,Abu Dhabi,BR000034,Entrepreneur,96225,Premium,Medium,Verified,2023-05-09
CUS00001650,Mario,Ramsey,Male,1947-12-29,78,matthew91@example.net,001-293-296-8718x6717,Germany,Frankfurt,BR000048,Student,81267,Premium,Low,Verified,2021-10-27
CUS00001651,Lisa,Hernandez,Female,2003-06-03,23,jasminepotter@example.net,001-450-371-9612x933,United Arab Emirates,Dubai,BR000003,Student,172896,Private Banking,Medium,Verified,2019-11-03
CUS00001652,Douglas,Gomez,Male,1954-09-13,71,hartsheri@example.com,7038717758,Australia,Brisbane,BR000029,Project Manager,66353,Retail,Low,Verified,2019-02-27
CUS00001653,Mitchell,Scott,Male,1945-12-31,80,eross@example.net,(362)803-0695,Australia,Melbourne,BR000024,Research Scientist,79035,Retail,Low,Verified,2021-12-08
CUS00001654,Katherine,Davis,Female,1953-01-10,73,spencerbrandon@example.net,581-212-3993,United Arab Emirates,Dubai,BR000003,Data Analyst,180407,Private Banking,Medium,Verified,2019-08-17
CUS00001655,Frederick,Silva,Male,1996-04-06,30,icarpenter@example.org,(823)314-5968x89109,United Arab Emirates,Dubai,BR000003,Project Manager,202818,Private Banking,High,Verified,2026-03-28
CUS00001656,Pamela,Dalton,Female,1948-10-28,77,michael52@example.org,620-336-0816,United Arab Emirates,Dubai,BR000022,Software Engineer,189621,Private Banking,Low,Verified,2025-12-31
CUS00001657,Patricia,King,Female,1996-05-16,30,ilarsen@example.net,897-714-0834,United Arab Emirates,Abu Dhabi,BR000034,Student,138167,Premium,Low,Verified,2021-01-05
CUS00001658,Douglas,Hutchinson,Male,1947-07-24,78,rsmith@example.net,780-262-7456x69839,United Arab Emirates,Dubai,BR000041,Accountant,181591,Private Banking,Medium,Verified,2024-10-24
CUS00001659,David,Franklin,Male,1964-03-09,62,torreselizabeth@example.net,5496577625,Switzerland,Zurich,BR000020,Sales Executive,87133,Premium,Low,Verified,2024-04-02
CUS00001660,Jennifer,Myers,Female,1951-05-09,75,james16@example.com,828.461.7468x5902,United Arab Emirates,Dubai,BR000022,Entrepreneur,199519,Private Banking,Low,Verified,2024-02-12
CUS00001661,Tyler,Miller,Male,1997-02-23,29,xhughes@example.net,+1-666-803-4982,Canada,Toronto,BR000050,Software Engineer,128864,Premium,High,Verified,2025-11-09
CUS00001662,Linda,Welch,Female,1999-01-09,27,cwebb@example.org,(556)327-7402x1572,United Arab Emirates,Dubai,BR000022,Software Engineer,317988,Private Banking,High,Verified,2019-01-14
CUS00001663,Frank,Hill,Male,1959-05-08,67,edward60@example.org,458.294.9617x21505,France,Marseille,BR000019,Business Consultant,74336,Retail,Medium,Verified,2022-08-26
CUS00001664,Terry,Prince,Male,1968-01-07,58,katrinalopez@example.org,345.260.5993x42322,Singapore,Singapore,BR000036,Marketing Manager,139151,Premium,Low,Verified,2017-12-23
CUS00001665,Stephen,Morse,Male,1984-11-27,41,sabrina31@example.com,001-414-608-7834x377,Australia,Melbourne,BR000033,Research Scientist,165841,Private Banking,Low,Verified,2017-04-18
CUS00001666,Nicole,Davis,Female,1953-05-04,73,jarias@example.org,237-299-8181,Canada,Toronto,BR000050,Project Manager,109784,Premium,Low,Verified,2026-03-04
CUS00001667,Janet,Hensley,Female,1956-08-06,69,dcooper@example.net,001-696-435-5877x45263,Switzerland,Zurich,BR000044,Entrepreneur,91445,Premium,Low,Verified,2019-11-08
CUS00001668,Paul,Gay,Male,2001-08-07,24,leonardphillips@example.org,(453)251-1788,Australia,Sydney,BR000013,Business Consultant,140380,Premium,High,Verified,2022-02-28
CUS00001669,Angel,Wright,Male,1968-06-03,58,jerry82@example.net,920.647.6766x6082,Canada,Toronto,BR000001,Financial Analyst,61558,Retail,Low,Verified,2021-12-27
CUS00001670,Michael,Carey,Male,1975-12-06,50,sharpdavid@example.net,853.413.6859x3152,Canada,Montreal,BR000035,Project Manager,43653,Retail,Low,Verified,2018-02-24
CUS00001671,Mary,Johnson,Female,2002-10-15,23,jennifer14@example.com,401.806.1445,Japan,Tokyo,BR000042,Lawyer,11050688,Private Banking,Low,Verified,2021-09-24
CUS00001672,Heather,Murray,Female,1963-12-27,62,jasonlarson@example.net,911.253.3349x7296,Switzerland,Zurich,BR000020,Student,84269,Premium,Low,Verified,2018-02-05
CUS00001673,Alexander,Williams,Male,1959-07-20,66,jeremy49@example.net,858.258.6188x8178,Germany,Frankfurt,BR000005,Sales Executive,113638,Premium,Low,Verified,2018-10-02
CUS00001674,Ashley,Armstrong,Female,1955-12-21,70,nlawson@example.com,(538)727-4903x31222,France,Paris,BR000008,Data Analyst,107882,Premium,Low,Verified,2021-01-07
CUS00001675,Justin,Noble,Male,1975-05-27,51,robertsjamie@example.org,283-568-7477x7407,Australia,Sydney,BR000013,Financial Analyst,99465,Premium,Medium,Verified,2023-05-19
CUS00001676,James,Heath,Male,1997-05-28,29,richard07@example.com,001-822-482-1282x193,Japan,Kyoto,BR000046,Entrepreneur,4520112,Private Banking,Medium,Verified,2024-09-15
CUS00001677,Kristi,Green,Female,1975-07-01,51,ronalderickson@example.org,+1-833-804-5969x206,Germany,Frankfurt,BR000005,Data Analyst,43623,Retail,Low,Verified,2017-01-29
CUS00001678,Stacy,Daniels,Female,1961-04-16,65,whitejohnny@example.com,658.849.8118,United States,Chicago,BR000023,Business Consultant,144996,Premium,Low,Verified,2022-07-05
CUS00001679,Brent,Rasmussen,Male,1957-11-13,68,johnsonpaul@example.org,381.870.4836x481,France,Paris,BR000027,Project Manager,33390,Retail,Low,Verified,2022-04-12
CUS00001680,Kerry,Frost,Male,1995-10-04,30,ashley42@example.org,+1-937-493-1363x659,Canada,Montreal,BR000035,Accountant,84514,Premium,High,Verified,2024-11-04
CUS00001681,Jennifer,Patterson,Female,1979-01-13,47,kfreeman@example.org,(786)513-4174x919,United Kingdom,Manchester,BR000021,Financial Analyst,102792,Premium,Low,Verified,2025-12-23
CUS00001682,Alexander,Kelley,Male,1982-07-30,43,harold72@example.org,299.307.6150,France,Paris,BR000008,Sales Executive,40853,Retail,Medium,Verified,2017-10-21
CUS00001683,Bradley,Lynch,Male,1968-04-12,58,alicia04@example.com,(236)347-9214,Switzerland,Geneva,BR000014,Lawyer,203404,Private Banking,Low,Verified,2016-07-27
CUS00001684,Sharon,Warren,Female,1972-04-29,54,mcbridepatrick@example.com,890.949.9157x380,United Arab Emirates,Dubai,BR000041,Doctor,177477,Private Banking,Low,Verified,2026-04-07
CUS00001685,James,Estrada,Male,1971-11-15,54,cwhite@example.net,+1-861-902-3726x43205,Germany,Berlin,BR000030,Sales Executive,75850,Retail,Low,Pending,2019-03-22
CUS00001686,Stephanie,Pruitt,Female,1987-10-02,38,wgarcia@example.net,(657)393-2770x115,Switzerland,Zurich,BR000020,Sales Executive,151576,Private Banking,Medium,Verified,2024-06-19
CUS00001687,Michael,Harris,Male,2000-07-16,25,jessicahorn@example.org,001-868-356-8888,Australia,Sydney,BR000007,Lawyer,111541,Premium,Low,Verified,2017-02-14
CUS00001688,Timothy,Mills,Male,1991-05-14,35,wgonzalez@example.net,(579)443-3644x7026,Switzerland,Zurich,BR000044,Sales Executive,205706,Private Banking,Low,Verified,2024-11-11
CUS00001689,James,Vasquez,Male,1974-05-27,52,brooke45@example.net,666.994.9471x553,Singapore,Singapore,BR000010,Student,116467,Premium,Medium,Verified,2020-10-29
CUS00001690,Sharon,Holland,Female,1994-04-25,32,jonhampton@example.org,672.790.8489x653,United Arab Emirates,Dubai,BR000022,Doctor,260258,Private Banking,High,Verified,2016-12-26
CUS00001691,David,Ballard,Male,1969-04-22,57,angela07@example.net,5534833856,Canada,Montreal,BR000035,Data Analyst,142926,Premium,Low,Verified,2018-08-02
CUS00001692,Danielle,Burke,Female,1966-02-22,60,hortonjoshua@example.org,237.730.4150x6324,United Arab Emirates,Abu Dhabi,BR000034,Student,253615,Private Banking,Low,Pending,2018-04-15
CUS00001693,Amber,Rojas,Female,1955-02-19,71,oward@example.net,896.233.4674x646,Singapore,Singapore,BR000010,Financial Analyst,104879,Premium,Low,Verified,2020-09-27
CUS00001694,Daniel,Vincent,Male,1954-10-26,71,ygonzalez@example.net,+1-374-215-9209x410,Switzerland,Zurich,BR000044,Doctor,200005,Private Banking,High,Verified,2019-07-29
CUS00001695,Mark,Graham,Male,1978-05-24,48,flemingcaitlyn@example.org,(248)849-7797x3833,Australia,Brisbane,BR000029,Sales Executive,111149,Premium,Low,Verified,2018-01-04
CUS00001696,Deborah,Lewis,Female,1967-05-28,59,xatkins@example.com,001-978-293-5052x602,United Kingdom,Birmingham,BR000032,Business Consultant,132003,Premium,Low,Verified,2023-05-24
CUS00001697,Scott,Ruiz,Male,1974-12-23,51,fbrown@example.net,001-481-529-2361x391,Germany,Frankfurt,BR000005,Software Engineer,82555,Premium,Low,Verified,2024-11-24
CUS00001698,Joel,Cox,Male,1989-05-24,37,susan13@example.org,768.370.5807x9106,Singapore,Singapore,BR000049,Lawyer,68664,Retail,Low,Verified,2017-01-14
CUS00001699,Sabrina,Adams,Female,1979-04-13,47,sheppardallison@example.net,+1-847-784-8303x48573,Switzerland,Zurich,BR000044,Software Engineer,81509,Premium,Low,Verified,2021-05-16
CUS00001700,Michael,Smith,Male,1965-05-03,61,christine72@example.net,8906317883,Singapore,Singapore,BR000010,Lawyer,166048,Private Banking,Medium,Verified,2020-09-15
CUS00001701,Patrick,Miller,Male,1979-01-15,47,julie84@example.com,908-789-5930x320,United Kingdom,Manchester,BR000040,Doctor,58401,Retail,Low,Verified,2023-12-10
CUS00001702,Aaron,Reeves,Male,1968-10-27,57,rodneyweber@example.org,852-830-2999,United Arab Emirates,Abu Dhabi,BR000028,Student,91006,Premium,Low,Verified,2019-11-10
CUS00001703,Daniel,Chung,Male,2001-07-02,25,reneehoward@example.com,(440)930-7991x540,Switzerland,Zurich,BR000020,Entrepreneur,158705,Private Banking,Low,Verified,2020-01-28
CUS00001704,Tammy,Johnson,Female,1955-06-19,71,jason85@example.org,4422318206,Singapore,Singapore,BR000009,Financial Analyst,156101,Private Banking,Low,Pending,2021-08-25
CUS00001705,Kelsey,Martinez,Female,1992-09-11,33,knightrenee@example.org,(548)447-3857x797,Germany,Frankfurt,BR000005,Data Analyst,43569,Retail,Low,Verified,2021-02-19
CUS00001706,Ronald,Rivera,Male,1991-10-19,34,joel15@example.org,+1-427-723-8264,United States,Chicago,BR000023,Marketing Manager,95248,Premium,Low,Verified,2018-03-15
CUS00001707,Kathy,Lopez,Female,1970-03-09,56,deborah68@example.net,+1-615-659-0308x19695,United Arab Emirates,Abu Dhabi,BR000028,Entrepreneur,208214,Private Banking,Low,Verified,2025-01-24
CUS00001708,Jesse,Garcia,Male,1999-12-01,26,alexis48@example.net,591-750-8924x4640,Australia,Sydney,BR000013,Marketing Manager,161992,Private Banking,Low,Verified,2016-12-25
CUS00001709,Jeremy,Jefferson,Male,1986-01-24,40,michael59@example.net,001-635-958-8108x22775,Switzerland,Geneva,BR000025,Accountant,83961,Premium,Medium,Verified,2024-03-20
CUS00001710,Lori,Peck,Female,1964-01-03,62,autumn25@example.com,001-912-238-7249x379,Switzerland,Zurich,BR000020,Research Scientist,124850,Premium,Low,Verified,2016-10-25
CUS00001711,Johnny,Page,Male,2005-01-06,21,patricia94@example.net,996-374-1662x3956,France,Marseille,BR000039,Marketing Manager,53945,Retail,Low,Verified,2019-02-24
CUS00001712,Erin,Willis,Female,1968-11-26,57,conradkimberly@example.com,849.706.4122x727,United Arab Emirates,Abu Dhabi,BR000028,Marketing Manager,341403,Private Banking,Low,Verified,2019-11-20
CUS00001713,Renee,Mcmahon,Female,2001-02-16,25,stacy34@example.org,700.754.5583x4559,United States,Dallas,BR000012,Research Scientist,171693,Private Banking,High,Verified,2023-12-06
CUS00001714,Rebecca,Mullen,Female,1974-05-19,52,jamesbauer@example.net,866.280.8950x4910,United Kingdom,Manchester,BR000021,Entrepreneur,118637,Premium,Medium,Verified,2021-07-11
CUS00001715,Curtis,Wells,Male,1970-09-30,55,erin85@example.org,297-593-3686,France,Paris,BR000043,Entrepreneur,60773,Retail,Low,Verified,2017-09-11
CUS00001716,Mary,Fisher,Female,1981-02-25,45,debbie01@example.org,(458)839-1115x320,Singapore,Singapore,BR000049,Lawyer,78651,Retail,Low,Verified,2021-05-18
CUS00001717,Anthony,Carr,Male,1958-06-13,68,jasmineshepard@example.com,979.402.0388,France,Marseille,BR000039,Lawyer,81034,Premium,Low,Verified,2017-08-06
CUS00001718,Justin,Mendez,Male,1981-06-22,45,justin78@example.org,001-467-666-3420x83481,France,Paris,BR000008,Project Manager,70672,Retail,Low,Verified,2019-09-12
CUS00001719,Patrick,Sullivan,Male,1965-05-29,61,uramirez@example.com,940-747-8327x9663,United States,New York,BR000004,Marketing Manager,166963,Private Banking,Low,Verified,2025-05-06
CUS00001720,Anna,Steele,Female,1977-10-23,48,tsummers@example.com,+1-592-746-8714x469,France,Paris,BR000008,Business Consultant,88689,Premium,Low,Verified,2020-10-08
CUS00001721,Anna,Murphy,Female,2000-07-09,26,ppowell@example.org,894.602.6908,United Arab Emirates,Abu Dhabi,BR000034,Software Engineer,280472,Private Banking,Low,Verified,2023-02-20
CUS00001722,James,Contreras,Male,2000-07-02,26,benjamindavid@example.net,(929)423-2468,Australia,Melbourne,BR000033,Entrepreneur,97067,Premium,Low,Verified,2019-09-09
CUS00001723,Steven,Perez,Male,1959-09-02,66,toddgrant@example.com,7619386748,United Arab Emirates,Dubai,BR000038,Entrepreneur,224926,Private Banking,Low,Verified,2025-01-21
CUS00001724,Dana,Hebert,Female,1999-02-06,27,mark65@example.net,001-876-957-8680x05512,Australia,Melbourne,BR000033,Marketing Manager,55017,Retail,Low,Verified,2023-09-30
CUS00001725,Debbie,Scott,Female,1986-06-22,40,jason63@example.org,205.261.4653x442,United Arab Emirates,Dubai,BR000038,Lawyer,211084,Private Banking,Medium,Verified,2021-06-29
CUS00001726,Brittany,Hooper,Female,1980-03-29,46,dramos@example.net,752-203-5191,United Arab Emirates,Dubai,BR000022,Research Scientist,179951,Private Banking,Low,Verified,2022-04-26
CUS00001727,Jennifer,Burton,Female,1961-07-20,64,lesliephelps@example.com,9818432298,Germany,Frankfurt,BR000005,Nurse,36118,Retail,Low,Verified,2023-07-08
CUS00001728,Michelle,Harris,Female,2003-08-29,22,spowers@example.net,2423338106,United States,New York,BR000004,Student,151367,Private Banking,Low,Verified,2024-11-18
CUS00001729,Amanda,Cox,Female,1954-03-02,72,ricemichael@example.net,001-849-365-9905x27025,United Arab Emirates,Abu Dhabi,BR000034,Nurse,348774,Private Banking,High,Verified,2018-06-14
CUS00001730,Robert,Lewis,Male,2007-01-07,19,bradleydunlap@example.org,+1-377-851-3061x0922,Canada,Montreal,BR000035,Research Scientist,69743,Retail,Medium,Verified,2025-11-18
CUS00001731,Laurie,Roberts,Female,2000-03-18,26,madelinerodriguez@example.com,620.543.1927,Germany,Berlin,BR000002,Financial Analyst,95476,Premium,Medium,Verified,2018-01-03
CUS00001732,Christopher,Coleman,Male,1969-06-10,57,lchase@example.org,461.665.5806,United Kingdom,Manchester,BR000021,Nurse,91202,Premium,High,Verified,2024-03-31
